id	content	sentiment
24176	Being involved in requirements and architecture is nice and all, but now I'm looking forward to writing some code!	worry
24177	@XLesseyX good and you cup cake	happiness
24178	Brad Fastings is my favorite person to hang out with from 12 AM to 5 AM	love
24179	@yadatree I used to row in high school and just found out there is a rowing club ten minutes away from me so I thought I should sign up	surprise
24180	@YatPundit oooh OK. thought I was losing my MizMind	happiness
24181	@GeeEmm There will be NO vidoe evidence!  I can't wait, though. Now I just need 2 find a regular partner if I end up loving it!	worry
24182	@lemziipie Wow, congrats Rosemary	surprise
24183	@Pearl57 welcome back. my monday turned out ok. hope yours does too  xox	relief
24184	communitychannel on youtube	neutral
24185	@xanderprod Was actually done by my cousin	neutral
24186	AP gov exam. Haven't looked at this stuff in months. What's that? I'm a total legal nerd and know these cases like none other? Oh, yeah.	neutral
24187	@penelope_mills  better than a spider or some type if Australian wildlife one would imagine	neutral
24188	yeah! I'm going to Makati Cinema Square with my dad later. haha!	happiness
24189	@insic Anytime	love
24190	I'm going into a spiritual stagnentation, its exploding my ego!. I now realise, i'm not all that great. and I'm ok with that.	worry
24191	My wish came true!  see u	happiness
24192	@buchmamsell ist im der Haus... or something like that.  Guten morgen, Frï¿½ulein!	neutral
24193	@neillavin300 Soz no ideas. That is a reason i didnt take geography cz i would fall asleep as well. Lmao	neutral
24194	@utterhip That is the sweetest loveliest thing for you to say. You made me smile. Thank you for that.	love
24195	I absolutely love mike watts from sexy heroes	love
24196	FLOODED OUT OF MY HOUSE  !!! Staying with someone in town unless the water stops rising  i may use it as a homework excuse	relief
24197	@paulina1 Good Morning and Have a Great Day at work	happiness
24198	@xoCAZZA good stuff!  I'm great thanks! x	love
24199	OMG!! im sooo lazyy... i can't believe im googling for a command/app to close the CD tray.. i tried telekinesis, didn't quite work though	worry
24200	So why did my internal alarm clock wake me @ 630am?? I have another hour before my external alarm goes off! I'm wide awake tho??	empty
24201	:visiting my friendster and facebook	happiness
24202	@pickleshy it's tongue in cheek of some mentalities.There is another one which takes the piss of arabs, but its too long	sadness
24203	CCï¿½s video for Long Gone premiers today on yahoo, dont miss it: http://new.music.yahoo.com/videos/premieres/ AWESOME video and version	enthusiasm
24204	@toastehmonstah Ohh! I got the fourth thing just not the may, ahh thanks.	surprise
24205	2 coins people	neutral
24206	Brilliant weekend.  BRILLIANT I SAY!    In work now and actually working .	happiness
24207	Ahh saved from mowing the lawn by the rain  Now I have plenty of time to go kayaking. Blessed are the rain gods!!	happiness
24208	home from the beach and only my feet are burned. i am proud of myself and the sunscreen.	happiness
24209	Time for the hittin' the hay  Later tweeps. Ala Billy Cunningham, You are all Great Americans!	love
24210	@marieeeeee I so know what you mean	neutral
24211	Rachel is going to have lunch at baixa. And has a lot of stuffs to do.... Wanna come ?	neutral
24212	Congratulations to Manny &quot;Pacman&quot; Pacquiao! You've made every Filipino proud of being a Filipino!	happiness
24213	@Marge_Inovera Hi Jakki! Thanks for the hug - right back at ya	happiness
24214	About to have lunch with @Mark_Deakin meeting with the Prof didnt go too badly	neutral
24215	@nurseju I treat my hair so badly. It's revenge for it turning grey prematurely	fun
24216	@Galiiit haha, def. That song is EPIC, have fun  i'm listening to new FNB	neutral
24217	Studio Ghibli for this year; Ponyo! http://bit.ly/whar8 as always it seems to be perfect  we'll be waiting till august for it	empty
24218	shares http://tinyurl.com/czhzb3 another id draft  http://plurk.com/p/rpzmx	neutral
24219	@MicheleKnight Thats beautiful	love
24220	@mcarvin I don't feel too bad, but not sure to what I should attribute that. Could be cold &amp; flu meds; nap; alcohol; or getting better...	worry
24221	Soon we are going to look at a cabaret, it's going to be fun!	happiness
24222	The muse has me gripped firmly by the throat. Really enjoying my writing	neutral
24223	photo session + mother-daughters bonding session = happy me	happiness
24224	@MissxMarisa haha what can i say, you're a great teacher!! you learned from the best... Hannah Montana	surprise
24225	Looking forward to a session at the gym	surprise
24226	@andrewdisley @patrick_h_lauke Sefton Park in Liverpool would be good... and 200m down the road from me	surprise
24227	@bmthofficial i am seeing you in sydney in 12 days for the third time	worry
24228	@sophie_lee lol a bugg to school thats awsome	fun
24229	Mexican! That's what I'm craving	happiness
24230	http://www.youtube.com/Lillysan I found out this morning I got 800+ subscribers! Thx!  Check on Lillysan Awards! xx Li	neutral
24231	May the 4th be with you    Happy Star Wars Day !!!	happiness
24232	is drawing a picture for her bubba	neutral
24233	@_xotashhh I love having days off school, I had one on friday too	worry
24234	Glad to see it's a typical Bank Holiday weather wise - I was going to do so much today - yeah right!	neutral
24235	Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie	happiness
24236	@kate38381849 haha it's ok. i really don't like getting to other businesses so its Ok,	relief
24237	White House joins social networking sites &gt; http://bit.ly/15Fo4X - better late than never	neutral
24238	good morning!	enthusiasm
24239	heading off to schoool. going to have a good day. i just knoww...	happiness
24240	Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking.	empty
24241	#vwll2009 Would one of the VWLLers want to add this event to our Ning?   http://bit.ly/BF5sh  Would much appreciate that	neutral
24242	http://twitpic.com/4jdtx - Springtime is nice	happiness
24243	Download movie  &quot;Still Waiting...&quot; http://tinyurl.com/d9g8sj cool #movie	worry
24244	@Catwoman123 Have a good one	worry
24245	@marika75 music-habits - I'll join your study	relief
24246	Claude Debussy is my homeboy	love
24247	@MerCuriosJewels Wonderful trip!  Read all 4 Twilight novels.  Completely all consuming and engrossing.  Kinda sad to be done.	sadness
24248	Thanks @8101harris I will have the editing done soon for @hoteleden I see I do a better job behind the camera instead of in front of it	neutral
24249	@AndyTaylorSonic Yey! holiday Monday in Uk today ... have a chilled day	happiness
24250	We expect One Man Band to be released sometime next week	empty
24251	@dannyvan i could have got you some from work and not paid more than R20 per 2l	hate
24252	@qatesiuradewyo I would cry a little. Wait...no I mean, the mechanical army would be -so- pleased to have proper representation. X-me!	worry
24253	@emzyjonas My favourite TV show when i was a kid was.. Bananas In Pyjamas and Teletubbies.  lol Luckyy youuuu going to a JB concert! haha.	happiness
24254	@cresh182 have fun ! bbq is good ! no matter where it is	happiness
24255	implementing will_paginate  on my website; i love rails	worry
24256	listening to varsity fanclub	worry
24257	1 more to 800... which one of your friends deserve a free hug?	neutral
24258	going for lunch soon  with my fave cuzs	love
24259	@Wil_Anderson your tweets were awesome  fuck the heat. That's what dencorub is for	worry
24260	may the forth be with you	love
24261	@chelsea_anstee i hope! its in expo! that would be amazing. im trying so hard to make perfection so it is.	happiness
24262	@vampirefreak101 Haha ^^ Thanks	happiness
24263	Is now back at the school working on the bach.project	neutral
24264	good morning twitter-ers  rise and shine,, just on my way to school	love
24265	@GottfriedJS Gosh but you travel quick....beam me up Gottfried...	neutral
24266	@LauriM could do, will the fact that its bank holiday make any difference? lemme check my money situation also	worry
24267	i'm off to see a movie (&quot;17 again&quot;)	love
24268	Oh, and now Mondays also mean new American Dad!  So glad I watched that show, so funny, and it makes Mondays even better	happiness
24269	@AndyACB yes not for putting inside anything else	relief
24270	@phomor someone's horsing about. Btw Hubb feels the same about twitter. He's naming @towerofbabble as the other party	surprise
24271	Monday...Funday!  Wake up people...and keep me awake please   Today is going to be a long one..I can already feel it. Eww	anger
24272	Alexia has clogged up twitter...... again.... so I thought I'd post a tweet. Um... Just had a shower!!  Now I will have a drink! Teehee...	surprise
24273	whoa. that was some showering session	happiness
24274	@babygirlparis where are you going paris?	neutral
24275	Especially hard to get out of bed with myself this morn Cuz I'm hot  , Now running late stuck in front of the mirror checking Myself Out	sadness
24276	@Sophhs &amp; i are lucas till &amp; david henrie lovers. both boys are very cute  but @Sophhs you can have lucas &amp; ill have henrie  DEAL	love
24277	@ninaaacooperrr don't not come in  i love you... and it's your last week and you need to see me..... you're hot	happiness
24278	ready to go home	enthusiasm
24279	* News Flash * MegaRedPacket, Your Instant Internet Empire (Early Bird Launch) check this DEAL out   http://mega-redpacket.com	neutral
24280	@morganmg starbucks? I thought u were trying to b good?!	worry
24281	&lt;---My expression watching this again: http://tinyurl.com/eqbwe	neutral
24282	@jeffparks naw...I'll keep you in. Turns out you have the odd nugget of wisdom.	happiness
24283	@talktomikesmith yep. but  what does it mean?!  Would you think outside the box to make name very clear what exactly is wrapped and why	worry
24284	@fawn_s  Accept it, you can't do anything, can you?	worry
24285	Aparantly it's #starwarsday so enjoy  don't quite know what your Kent to do but be happy anywho!	happiness
24286	Just made the perfect fried egg	empty
24287	is going to finish his last assignment. THEN GO TO BED.	relief
24288	Went to see Priscilla Ahn last night, was amazin! so were the bands before her actually	happiness
24289	thanks for following, @deee_earl	neutral
24290	i am going to be disgraced with myself for life if i don't make it in next year. being a perfectionist sucks. good luckkkk	hate
24291	uploading pictures on myspace	neutral
24292	@AirheadUK washing off, comp was great..more people and FAB atmosphere. 1st in dist. and 2nd in exp. sess.	relief
24293	4th may officially announced as 'bad luck day' ..	worry
24294	@cassusriff Yes! I feel the same.  I've still got lots in boxes.  It's so fun though.  Got to my new place yesterday.	neutral
24295	@ingegoesbroadwa sounds like you're having a great time	happiness
24296	@DhruvChadha welcome back to school, don't study too hard, take time off and smell roses too	worry
24297	@tsarnick Yeah, you better be sorry! I can't believe you, kiss my sass!!!	surprise
24298	@jimmymarsh617 awesome job last night!	happiness
24299	@mikeyway http://twitpic.com/449yj - If I say &quot;Mystery Science Theatre 3000&quot;, does that mean anything to you?	neutral
24300	@BecaBear 1000 = make sure it has the word poo or balls in it  Underbelly DOES suck balls... I gave up on it in wk 3.	worry
24301	@error505 Yeah, and apparently so were you. But then you removed it...	neutral
